,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,lat,long,NumberofRooms
14796,250000.0,3,1.5,2030,14400,1.0,0,0,4,7,47.2639,-122.285,4.5
14799,554000.0,3,2.0,1760,4046,1.0,0,0,3,7,47.6876,-122.381,5.0
14801,660000.0,3,2.5,2650,11250,2.0,0,0,3,9,47.7644,-122.29,5.5
14803,260000.0,4,2.0,1480,8625,1.0,0,0,4,7,47.462,-122.193,6.0
14805,373500.0,4,2.5,2610,4978,2.0,0,0,3,8,47.3438,-122.04,6.5
14809,450000.0,3,2.25,1760,10013,2.0,0,0,4,8,47.5336,-122.189,5.25
14810,379950.0,3,1.75,2040,12065,1.0,0,0,3,8,47.3756,-122.044,4.75
14814,452000.0,3,1.5,1250,4000,1.0,0,0,3,7,47.6916,-122.379,4.5
14816,465000.0,4,2.0,2000,6250,1.5,0,0,3,7,47.5532,-122.389,6.0
14817,295000.0,3,2.5,2030,4867,2.0,0,0,3,7,47.3747,-122.128,5.5
14818,396000.0,3,1.0,1390,6160,1.0,0,0,4,7,47.7289,-122.338,4.0
14819,397000.0,2,1.0,1030,12350,1.5,0,0,3,7,47.6984,-122.324,3.0
14820,240000.0,3,1.0,1280,9000,1.5,0,0,4,6,47.4915,-122.338,4.0
14821,300523.0,3,2.5,2370,6840,2.0,0,0,3,9,47.6503,-122.366,5.5
14822,215500.0,3,2.0,1380,9000,2.0,0,0,2,7,47.2613,-122.248,5.0
14823,552500.0,5,3.0,2320,7229,1.0,0,0,4,8,47.697,-122.097,8.0
14824,375000.0,5,1.5,2050,9360,1.0,0,0,3,7,47.436,-122.195,6.5
14828,523460.0,5,1.75,1890,5000,1.5,0,0,3,7,47.6711,-122.372,6.75
14829,305950.0,4,2.5,2007,4968,2.0,0,0,3,9,47.3301,-122.191,6.5
14830,220000.0,3,2.5,1430,9044,2.0,0,0,3,7,47.1956,-121.986,5.5
14832,648000.0,5,2.5,2210,10772,1.0,0,2,3,9,47.7383,-122.288,7.5
14834,400000.0,4,2.0,2070,10800,2.0,0,0,3,7,47.7264,-122.237,6.0
14835,420000.0,2,2.5,1480,1369,3.0,0,0,3,7,47.676,-122.121,4.5
14836,389000.0,2,1.75,1160,4848,2.0,0,1,4,7,47.542,-122.265,3.75
14840,550000.0,3,2.5,1680,10455,2.0,0,0,3,8,47.7229,-122.11,5.5
14841,201500.0,3,1.0,1320,5000,1.5,0,0,3,7,47.5711,-122.386,4.0
14842,459000.0,3,1.0,1320,5000,1.5,0,0,3,7,47.5711,-122.386,4.0
14843,327000.0,3,2.5,1810,7350,1.0,0,0,3,8,47.4434,-122.125,5.5
14844,540000.0,1,1.0,1140,6700,1.5,0,0,3,7,47.6958,-122.357,2.0
14846,521000.0,3,2.0,1840,6000,1.0,0,0,4,6,47.5508,-122.392,5.0
14847,375000.0,3,1.5,2000,7294,1.0,0,0,3,7,47.5297,-122.267,4.5
14848,235000.0,3,1.75,1480,6592,1.0,0,0,4,7,47.2982,-122.378,4.75
14849,240000.0,4,2.5,2040,11841,2.0,0,0,3,7,47.3691,-122.074,6.5
14850,575000.0,4,2.25,2060,12155,1.0,0,0,4,8,47.6378,-122.117,6.25
14853,174950.0,3,1.0,1060,5200,1.0,0,0,5,6,47.3636,-122.093,4.0
14856,431000.0,3,2.5,1690,2752,2.0,0,0,3,8,47.6332,-122.108,5.5
14857,459900.0,3,1.75,2580,11000,1.0,0,0,4,7,47.5646,-122.181,4.75
14858,475000.0,5,2.5,2510,8050,1.0,0,0,4,7,47.7212,-122.172,7.5
14859,605000.0,3,2.25,1290,2500,2.0,0,0,4,8,47.6229,-122.298,5.25
14860,234950.0,4,2.0,1450,7560,1.0,0,0,3,7,47.3375,-122.276,6.0
14863,392000.0,4,2.5,2600,8921,2.0,0,0,3,8,47.4423,-122.178,6.5
14866,416100.0,4,1.75,2320,5490,1.0,0,3,3,8,47.5091,-122.241,5.75
14867,285000.0,4,2.5,2360,7350,1.0,0,0,4,7,47.3417,-122.277,6.5
14868,353000.0,4,1.5,1100,9600,1.0,0,0,4,6,47.7,-122.175,5.5
14869,297950.0,3,2.0,1390,5127,1.0,0,0,3,8,47.4504,-122.206,5.0
14871,525000.0,3,3.0,1730,1074,3.5,0,0,3,8,47.6692,-122.392,6.0
14874,310000.0,3,2.0,2010,12950,1.0,0,0,3,8,47.7222,-122.229,5.0
14875,205000.0,5,1.75,1730,5200,1.0,0,0,4,7,47.3628,-122.089,6.75
14879,401000.0,3,2.0,1240,11172,1.0,0,0,3,7,47.6364,-122.037,5.0
14882,667500.0,3,2.0,2040,4841,1.0,0,0,4,7,47.6778,-122.302,5.0
14883,300000.0,4,2.5,1840,5550,2.0,0,0,3,8,47.3937,-122.183,6.5
14884,610000.0,4,2.25,1960,9021,2.0,0,0,4,8,47.6349,-122.096,6.25
14888,600000.0,5,2.0,2190,9072,1.0,0,0,5,7,47.6696,-122.149,7.0
14889,638000.0,3,3.25,1720,1587,2.5,0,2,3,9,47.6187,-122.299,6.25
14890,561000.0,3,1.75,1710,5000,1.0,0,0,4,7,47.5492,-122.389,4.75
14891,625000.0,3,2.5,2180,5000,1.0,0,0,4,8,47.5828,-122.396,5.5
14892,263950.0,3,1.75,1700,11613,1.0,0,0,5,7,47.2874,-122.187,4.75
14894,234999.0,3,1.0,1330,8912,1.0,0,0,3,6,47.4493,-122.274,4.0
14895,380000.0,4,2.5,1940,3200,2.0,0,0,3,8,47.4583,-122.118,6.5
14896,329500.0,3,2.25,1500,9656,1.0,0,0,3,7,47.7327,-121.982,5.25
14898,500000.0,3,2.25,1700,9008,1.0,0,0,3,8,47.7161,-122.317,5.25
14899,415000.0,4,1.5,1840,11367,1.5,0,0,4,7,47.7656,-122.358,5.5
14901,599000.0,7,2.5,2580,5750,1.0,0,0,4,7,47.6025,-122.294,9.5
14902,367000.0,4,2.5,2350,8182,2.0,0,0,3,8,47.3697,-122.106,6.5
14905,462600.0,3,2.0,1320,4000,1.0,0,0,4,6,47.5515,-122.262,5.0
14908,393000.0,4,2.0,1450,5456,1.0,0,0,5,7,47.5442,-122.297,6.0
14911,671000.0,4,2.75,1890,1475,2.0,0,0,3,9,47.6472,-122.383,6.75
14913,245000.0,3,2.25,1900,7250,1.0,0,0,3,7,47.4869,-122.344,5.25
14919,495500.0,3,1.75,2130,6360,1.0,0,0,3,7,47.7059,-122.301,4.75
14920,245000.0,2,1.75,1840,7230,1.0,0,0,3,7,47.3815,-122.228,3.75
14921,395000.0,2,1.0,1320,1824,1.5,0,0,4,6,47.585,-122.294,3.0
14924,450000.0,4,2.0,1570,7320,1.0,0,0,4,7,47.5967,-122.14,6.0
14925,280000.0,4,2.25,1930,7207,1.0,0,0,4,7,47.3783,-122.182,6.25
14929,510000.0,3,1.5,2240,3800,2.0,0,0,3,8,47.6887,-122.307,4.5
14930,699900.0,4,2.5,2190,11500,1.0,0,0,4,8,47.5668,-122.147,6.5
14932,396000.0,4,1.75,1970,12409,1.0,0,0,4,7,47.7489,-122.236,5.75
14934,440000.0,3,2.25,1900,7225,1.0,0,0,3,8,47.6394,-122.113,5.25
14935,405000.0,4,2.5,2090,6667,2.0,0,0,3,8,47.4648,-122.15,6.5
14937,275000.0,4,2.5,1840,1562,2.0,0,0,3,7,47.5345,-122.364,6.5
14942,260000.0,3,1.0,1690,13184,1.0,0,0,4,7,47.476,-122.343,4.0
14943,382000.0,2,2.5,1650,2710,2.0,0,2,3,8,47.5173,-121.878,4.5
14945,220000.0,4,2.5,2160,8005,2.0,0,0,3,7,47.2668,-122.231,6.5
14948,367300.0,4,2.75,2190,14937,2.0,0,0,3,8,47.3535,-122.273,6.75
14951,402000.0,3,2.0,1720,7704,1.0,0,0,4,7,47.7368,-122.195,5.0
14953,458000.0,3,1.5,1570,12196,1.0,0,0,4,7,47.4866,-121.786,4.5
14955,308000.0,4,2.5,1960,5642,2.0,0,0,3,7,47.3167,-122.187,6.5
14956,385000.0,3,2.5,2230,8296,2.0,0,0,3,7,47.4386,-122.116,5.5
14959,240000.0,3,1.75,1260,7362,1.0,0,0,3,7,47.3602,-122.052,4.75
14960,217000.0,3,1.5,1860,8505,1.0,0,0,4,7,47.3106,-122.365,4.5
14963,385000.0,3,1.75,1220,1450,1.0,0,0,3,6,47.6361,-122.368,4.75
14968,585000.0,3,2.5,2290,5089,2.0,0,0,3,9,47.5443,-122.172,5.5
14969,585000.0,3,2.5,2290,5089,2.0,0,0,3,9,47.5443,-122.172,5.5
14972,368750.0,3,2.5,2230,5717,2.0,0,0,3,7,47.4388,-122.117,5.5
14974,589000.0,3,2.5,2250,4337,2.0,0,0,3,8,47.5908,-122.017,5.5
14976,316500.0,3,2.5,1770,3873,2.0,0,0,3,7,47.4648,-122.144,5.5
14979,152500.0,4,1.0,1730,7350,1.5,0,0,4,6,47.3467,-122.307,5.0
14980,267950.0,4,1.0,1730,7350,1.5,0,0,4,6,47.3467,-122.307,5.0
14982,269950.0,4,2.5,2540,8400,2.0,0,0,5,7,47.3754,-122.277,6.5
14984,240000.0,3,1.5,1890,9000,1.0,0,0,3,7,47.4425,-122.272,4.5
14985,555950.0,2,1.0,1220,5040,1.0,0,0,3,7,47.6957,-122.364,3.0
14990,233000.0,3,1.0,1980,8505,1.0,0,0,3,7,47.538,-122.353,4.0
14991,625000.0,4,2.25,1920,8259,2.0,0,0,4,8,47.5616,-122.088,6.25
14993,270000.0,3,2.25,1740,7345,1.0,0,0,3,7,47.3663,-122.285,5.25
14994,360000.0,3,1.75,1300,7770,1.0,0,0,3,7,47.7347,-122.192,4.75
14998,412000.0,4,1.75,1430,10500,1.0,0,0,4,7,47.6083,-122.132,5.75
14999,265000.0,4,1.75,1860,9112,1.0,0,0,4,7,47.3792,-122.282,5.75
15000,426000.0,4,2.25,2120,7700,1.0,0,0,4,7,47.7207,-122.165,6.25
15001,266000.0,4,2.25,1860,12693,1.0,0,0,3,8,47.3114,-122.395,6.25
15002,325000.0,3,2.0,2330,4950,1.5,0,0,3,6,47.5585,-122.29,5.0
15003,615000.0,3,1.75,1670,5100,1.0,0,2,5,7,47.5898,-122.291,4.75
15004,310000.0,3,1.75,2130,7140,1.0,0,0,3,8,47.3074,-122.341,4.75
15005,340000.0,4,1.75,1900,7313,1.0,0,0,3,7,47.7311,-122.232,5.75
15009,250000.0,4,1.5,2500,6300,1.0,0,0,4,7,47.3781,-122.284,5.5
15010,633000.0,4,2.5,2020,8044,2.0,0,0,3,8,47.6247,-122.043,6.5
15011,310000.0,3,2.0,1290,886,3.0,0,0,3,7,47.7161,-122.295,5.0
15013,470000.0,3,3.25,1710,2381,2.0,0,0,3,8,47.5477,-122.004,6.25
15014,270000.0,3,2.5,1720,8550,1.0,0,0,4,7,47.2837,-122.207,5.5
15015,299500.0,3,1.75,1820,8813,2.0,0,0,3,7,47.2622,-122.303,4.75
15016,227000.0,3,1.0,1130,10018,1.0,0,0,4,6,47.3733,-122.275,4.0
15018,537000.0,3,3.0,2410,7479,2.0,0,2,3,7,47.7394,-122.288,6.0
15019,699000.0,4,2.5,2440,14470,1.0,0,0,4,9,47.6401,-122.168,6.5
15021,229000.0,3,1.0,1030,7800,1.0,0,0,3,7,47.473,-122.324,4.0
15022,200000.0,3,1.0,1480,5600,1.0,0,0,4,6,47.5045,-122.27,4.0
15023,522500.0,3,1.75,1710,9707,1.0,0,0,4,8,47.623,-122.105,4.75
15027,352000.0,3,1.75,1260,7200,1.0,0,0,3,7,47.7189,-122.178,4.75
15029,267000.0,3,2.5,1580,12250,2.0,0,0,3,8,47.3771,-122.315,5.5
15030,484000.0,2,1.75,1660,6000,1.0,0,0,3,7,47.6624,-122.291,3.75
15033,274000.0,4,1.75,1940,7500,1.0,0,0,4,7,47.3736,-122.215,5.75
15036,628000.0,4,2.0,2280,6010,1.0,0,0,3,7,47.6034,-122.289,6.0
15039,260000.0,3,1.5,1580,8184,1.0,0,0,3,7,47.4294,-122.331,4.5
15040,690000.0,3,1.75,1600,4400,1.0,0,0,3,7,47.6348,-122.281,4.75
15042,360000.0,4,2.5,2610,7333,2.0,0,0,3,8,47.2721,-122.293,6.5
15043,499000.0,3,1.75,1840,5000,1.0,0,0,4,7,47.6808,-122.376,4.75
15044,159000.0,3,1.0,1320,6534,1.0,0,0,3,7,47.4806,-122.223,4.0
15045,430000.0,3,1.75,1540,8100,1.0,0,0,4,7,47.749,-122.351,4.75
15048,150000.0,3,1.0,1200,9527,1.0,0,0,3,7,47.5112,-122.316,4.0
15051,285000.0,3,1.75,1630,4000,1.0,0,0,3,7,47.5351,-122.353,4.75
15052,340000.0,4,2.5,1910,7201,1.0,0,0,3,7,47.3908,-122.316,6.5
15053,405100.0,4,2.0,1580,7300,1.0,0,0,4,7,47.7598,-122.328,6.0
15054,464000.0,3,2.5,1690,4898,2.0,0,0,3,7,47.6834,-122.038,5.5
15057,645000.0,3,1.75,1840,4255,1.0,0,0,3,7,47.58,-122.392,4.75
15061,690000.0,4,2.0,1760,7800,1.0,0,0,3,8,47.6945,-122.38,6.0
15062,358800.0,4,2.5,2155,8140,2.0,0,0,3,8,47.4204,-122.201,6.5
15063,683000.0,5,1.5,1720,4000,1.5,0,0,3,7,47.6197,-122.287,6.5
15064,650000.0,3,1.0,1430,4240,1.5,0,0,3,7,47.6595,-122.337,4.0
15066,209950.0,3,1.5,1180,7300,1.0,0,0,4,7,47.2857,-122.197,4.5
15068,320000.0,3,1.0,1330,5850,1.0,0,0,3,7,47.5498,-122.298,4.0
15069,283748.0,3,2.25,1940,9560,2.0,0,0,3,7,47.2998,-122.387,5.25
15070,370000.0,3,2.25,1600,7620,1.0,0,0,3,7,47.774,-122.208,5.25
15073,365000.0,2,1.5,1160,8060,1.0,0,0,4,7,47.5146,-122.386,3.5
15074,396900.0,3,2.0,1360,3120,2.0,0,0,3,7,47.6943,-122.307,5.0
15075,321000.0,3,2.5,2014,4500,2.0,0,0,3,7,47.3371,-122.256,5.5
15076,245000.0,3,2.0,1440,7008,1.0,0,0,3,7,47.3702,-122.182,5.0
15077,502000.0,2,1.0,1570,4704,1.5,0,1,3,8,47.5256,-122.392,3.0
15078,257000.0,4,2.75,2330,7642,1.0,0,0,3,8,47.2946,-122.37,6.75
15079,423000.0,4,1.75,1880,7303,1.0,0,0,3,7,47.7129,-122.203,5.75
15080,485000.0,4,2.25,1850,9911,1.0,0,0,4,7,47.6019,-122.116,6.25
15081,500000.0,4,2.5,2230,8560,2.0,0,0,3,8,47.4877,-122.143,6.5
15083,475000.0,3,1.75,1720,3825,1.5,0,0,3,7,47.666,-122.327,4.75
15085,194000.0,3,1.0,1180,6050,1.0,0,0,3,6,47.4945,-122.249,4.0
15088,490000.0,4,2.5,2570,6157,2.0,0,0,3,7,47.5389,-121.89,6.5
15089,348500.0,4,1.75,1870,7575,1.0,0,0,3,7,47.7205,-122.218,5.75
15090,380000.0,3,1.0,1220,3000,1.5,0,0,3,6,47.6506,-122.346,4.0
15091,660000.0,3,2.0,1770,2150,3.0,0,0,3,8,47.6102,-122.314,5.0
15092,525000.0,3,1.0,1500,6800,1.0,0,0,3,7,47.6706,-122.268,4.0
15093,235000.0,3,2.0,1110,8724,1.0,0,0,4,7,47.3056,-122.206,5.0
15095,397950.0,4,1.75,2360,8116,1.0,0,0,4,7,47.7635,-122.335,5.75
15096,268000.0,3,1.75,1600,7711,1.0,0,0,3,7,47.284,-122.202,4.75
15097,525000.0,3,1.0,1450,4000,1.0,0,1,4,8,47.5554,-122.266,4.0
15098,549950.0,3,2.5,2680,5860,2.0,0,0,3,8,47.7557,-122.223,5.5
15099,370000.0,3,1.75,1150,6600,1.5,0,0,4,6,47.6709,-122.185,4.75
15100,299000.0,4,2.25,1870,6693,2.0,0,0,3,7,47.2774,-122.299,6.25
15102,430000.0,4,1.5,1810,7200,1.0,0,0,3,7,47.7207,-122.186,5.5
15103,345000.0,3,1.75,1860,7191,1.0,0,0,4,7,47.4338,-122.168,4.75
15105,534640.0,3,2.5,2130,3500,1.0,0,0,4,8,47.736,-122.159,5.5
15107,351000.0,4,2.5,2370,7274,2.0,0,0,3,7,47.3982,-122.171,6.5
15109,320000.0,2,1.0,1120,5329,1.0,0,1,3,6,47.5421,-122.378,3.0
15110,555700.0,3,2.0,1810,12420,1.0,0,0,4,7,47.5888,-122.127,5.0
15112,449000.0,3,1.75,1660,9697,1.0,0,0,4,7,47.7564,-122.286,4.75
15114,340000.0,4,2.5,2665,5868,2.0,0,0,3,9,47.3831,-122.185,6.5
15122,425000.0,5,2.5,2180,7875,1.0,0,0,4,7,47.7543,-122.341,7.5
15123,220000.0,2,1.0,1060,10423,1.5,0,0,3,7,47.705,-122.313,3.0
15124,370000.0,3,2.0,1860,9100,1.5,0,0,3,8,47.7522,-122.304,5.0
15127,345000.0,4,2.25,2320,7350,2.0,0,0,3,8,47.4512,-122.131,6.25
15128,289000.0,3,2.5,2110,8304,1.0,0,0,4,7,47.3558,-122.173,5.5
15129,285000.0,5,1.5,1840,8050,1.5,0,0,4,7,47.3668,-122.312,6.5
15130,147400.0,3,2.0,1080,9225,1.0,0,0,2,7,47.4842,-122.346,5.0
15131,600000.0,2,1.0,1290,4636,1.0,0,0,3,7,47.6393,-122.301,3.0
15132,245000.0,3,2.25,2210,10794,1.0,0,0,3,7,47.4911,-122.224,5.25
15133,520000.0,3,2.25,2210,10794,1.0,0,0,3,7,47.4911,-122.224,5.25
15134,352500.0,3,2.25,1410,14110,1.0,0,2,3,7,47.5336,-121.76,5.25
15136,270000.0,4,2.75,2440,7150,1.0,0,0,3,7,47.3662,-122.282,6.75
15139,225000.0,3,1.5,1660,7221,1.0,0,0,3,7,47.4962,-122.32,4.5
15141,375000.0,3,1.0,1310,8400,1.0,0,0,3,7,47.7253,-122.197,4.0
15142,169000.0,3,1.75,1720,9775,1.0,0,0,3,8,47.3731,-122.286,4.75
15143,279950.0,3,1.75,1720,9775,1.0,0,0,3,8,47.3731,-122.286,4.75
15145,310000.0,3,2.25,1960,2345,2.0,0,0,3,7,47.5419,-122.288,5.25
15149,412000.0,4,1.5,1960,5000,1.0,0,0,3,7,47.5688,-122.363,5.5
15150,225000.0,3,1.0,1250,10200,1.0,0,0,3,6,47.4902,-122.256,4.0
15151,507000.0,3,2.5,2120,7201,2.0,0,0,3,8,47.7174,-122.337,5.5
15153,230000.0,3,2.5,1340,3011,2.0,0,0,3,7,47.3839,-122.038,5.5
15157,370000.0,4,2.5,2570,7753,2.0,0,0,3,8,47.4237,-122.162,6.5
15158,619100.0,3,1.75,1870,7030,1.0,0,0,3,7,47.6999,-122.17,4.75
15160,612125.0,2,1.5,1670,6000,1.0,0,0,3,7,47.6517,-122.374,3.5
15161,350000.0,2,1.5,1070,937,3.0,0,0,3,8,47.6761,-122.3,3.5
15163,335000.0,3,2.5,2588,5701,2.0,0,0,3,8,47.3449,-122.151,5.5
15167,415000.0,3,1.5,1090,8400,1.0,0,0,4,7,47.6219,-122.115,4.5
15168,399000.0,3,3.0,2240,10479,2.0,0,0,4,7,47.5529,-122.356,6.0
15169,376000.0,2,1.0,1150,4000,1.0,0,0,3,7,47.6575,-122.394,3.0
15170,340000.0,3,2.0,1870,3378,1.0,0,0,3,7,47.5371,-122.393,5.0
15172,374000.0,4,2.5,2580,6260,2.0,0,0,3,7,47.4858,-122.185,6.5
15174,473000.0,3,2.25,1620,12309,2.0,0,0,3,7,47.6188,-122.029,5.25
15176,431000.0,2,2.0,1390,12530,1.0,0,0,3,8,47.7499,-122.29,4.0
15177,435000.0,4,3.0,2270,7245,1.0,0,0,3,7,47.7722,-122.315,7.0
15179,450000.0,3,2.75,1250,892,2.0,0,0,3,8,47.5826,-122.387,5.75
15181,244000.0,3,1.75,1500,7475,1.0,0,0,4,8,47.3155,-122.365,4.75
15185,350000.0,3,1.0,1790,3876,1.5,0,0,5,7,47.575,-122.288,4.0
15186,615000.0,3,1.0,1790,3876,1.5,0,0,5,7,47.575,-122.288,4.0
15187,542000.0,3,2.25,2220,12056,2.0,0,0,3,8,47.7148,-122.101,5.25
15189,289950.0,3,2.5,1770,9450,1.0,0,0,3,8,47.3196,-122.272,5.5
15191,528000.0,2,1.0,1260,5100,1.5,0,0,4,7,47.6805,-122.384,3.0
15193,250000.0,4,2.75,1830,6643,2.0,0,0,3,8,47.2601,-122.286,6.75
15195,515000.0,4,1.5,1740,8160,1.5,0,0,4,7,47.7243,-122.363,5.5
15196,336600.0,3,2.25,1654,8464,2.0,0,0,3,7,47.3618,-122.033,5.25
15198,350000.0,2,1.75,1080,7242,2.0,0,0,4,7,47.7065,-122.235,3.75
15200,175000.0,3,1.0,1070,6164,1.0,0,0,3,7,47.3377,-122.291,4.0
15201,545000.0,2,2.0,1430,3880,1.0,0,0,4,7,47.6844,-122.392,4.0
15202,475000.0,4,3.0,2400,5400,2.0,0,2,4,7,47.5099,-122.26,7.0
15205,410000.0,3,1.5,2270,8187,1.0,0,0,4,8,47.7573,-122.278,4.5
15206,480000.0,4,2.5,2180,9861,2.0,0,2,3,8,47.4817,-121.802,6.5
15211,585000.0,4,2.5,1950,3720,2.0,0,0,3,8,47.5503,-121.997,6.5
15212,678700.0,3,1.75,1970,10548,1.0,0,0,4,8,47.6669,-122.179,4.75
15213,603000.0,4,2.25,2110,11155,2.0,0,0,3,9,47.6386,-122.058,6.25
15217,467500.0,2,1.75,1490,4800,1.0,0,0,4,7,47.5496,-122.391,3.75
15218,359000.0,3,2.25,1650,7218,1.0,0,0,3,7,47.7237,-122.335,5.25
15222,615000.0,3,2.5,1980,3128,2.0,0,0,3,8,47.5456,-122.016,5.5
15224,283500.0,4,2.5,1990,5577,2.0,0,0,3,7,47.3191,-122.191,6.5
15226,370000.0,4,2.5,2320,9264,2.0,0,0,3,8,47.4449,-122.274,6.5
15228,265000.0,4,1.0,1940,9533,1.0,0,0,3,7,47.4139,-122.208,5.0
15229,480000.0,4,2.25,2520,2370,2.0,0,0,3,8,47.6109,-122.303,6.25
15230,667500.0,3,2.0,1880,3800,1.0,0,0,5,7,47.6841,-122.309,5.0
15233,465000.0,3,2.25,2670,7500,1.0,0,0,4,7,47.4608,-122.354,5.25
15235,345000.0,3,1.0,1060,5600,1.0,0,0,4,6,47.5116,-122.379,4.0
15236,439800.0,3,1.5,1120,6900,1.0,0,0,5,7,47.6023,-122.132,4.5
15237,468000.0,4,1.75,2250,8580,1.0,0,0,4,7,47.7633,-122.199,5.75
15239,684680.0,4,2.25,2370,9360,2.0,0,0,4,8,47.6518,-122.123,6.25
15243,250000.0,3,2.5,1610,6600,2.0,0,0,3,7,47.2827,-122.302,5.5
15245,442500.0,4,2.25,1840,7575,1.0,0,0,4,7,47.7328,-122.198,6.25
15247,699000.0,3,2.0,1820,4080,2.0,0,2,3,8,47.6735,-122.401,5.0
15251,345000.0,2,1.0,1130,8081,1.0,0,0,4,7,47.7064,-122.355,3.0
15252,229000.0,4,1.0,1320,5000,1.5,0,0,3,7,47.5457,-122.363,5.0
15253,300000.0,3,1.0,1290,12415,1.5,0,0,3,6,47.3719,-122.461,4.0
15254,392500.0,3,3.25,1600,1289,3.0,0,0,3,8,47.6957,-122.375,6.25
15255,552000.0,3,1.0,1120,2300,1.0,0,0,4,7,47.6797,-122.384,4.0
15256,457000.0,2,1.75,2060,7192,1.0,0,0,3,7,47.7038,-122.317,3.75
15258,237000.0,3,2.0,1210,6634,1.0,0,0,4,7,47.4097,-122.193,5.0
15259,399950.0,3,2.25,1560,11997,1.0,0,0,3,7,47.5378,-121.742,5.25
15261,295000.0,4,2.5,1850,8198,2.0,0,0,3,7,47.4079,-122.186,6.5
15262,513000.0,4,2.5,1930,8040,1.0,0,0,3,7,47.7283,-122.218,6.5
15265,696950.0,4,2.75,2450,5376,1.5,0,0,4,7,47.6865,-122.396,6.75
15266,329000.0,3,1.0,1200,5650,1.5,0,0,3,7,47.5065,-122.249,4.0
15267,339999.0,3,2.5,2360,8093,2.0,0,0,3,8,47.3257,-122.17,5.5
15268,364500.0,3,1.0,1060,9506,1.0,0,0,3,7,47.7317,-122.31,4.0
15269,607500.0,5,1.75,2220,6000,1.5,0,0,3,7,47.648,-122.384,6.75
15271,479900.0,4,2.0,2510,9750,1.0,0,0,3,8,47.7438,-122.229,6.0
15274,250000.0,3,2.0,1500,5200,1.0,0,0,3,7,47.3653,-122.09,5.0
15275,340000.0,3,2.0,1130,9879,2.0,0,0,3,6,47.635,-121.964,5.0
15276,340000.0,3,2.0,1420,6060,1.0,0,0,5,7,47.5102,-122.372,5.0
15278,324800.0,2,1.0,1170,5043,1.0,0,0,3,6,47.5492,-122.302,3.0
15280,400000.0,4,1.75,1770,12875,1.0,0,0,3,8,47.7438,-122.247,5.75
15281,640500.0,3,1.0,1070,4505,1.0,0,2,4,7,47.5305,-122.384,4.0
15282,570000.0,3,2.0,1930,10929,1.0,0,0,3,8,47.7657,-122.272,5.0
15284,330490.0,3,2.75,1440,7350,1.0,0,0,4,7,47.4431,-122.138,5.75
15285,325000.0,3,2.5,1740,5267,2.0,0,0,3,7,47.3777,-122.023,5.5
15286,335000.0,3,2.5,1740,5267,2.0,0,0,3,7,47.3777,-122.023,5.5
15287,314000.0,5,2.75,2210,13500,1.0,0,0,5,7,47.4468,-122.282,7.75
15288,625000.0,4,2.0,2190,3622,1.5,0,0,5,8,47.6887,-122.312,6.0
15291,275000.0,5,1.75,2180,9178,1.0,0,0,3,7,47.4364,-122.28,6.75
15292,358000.0,4,2.75,2580,11900,1.0,0,0,4,7,47.4475,-122.159,6.75
15296,622500.0,3,2.5,2260,4550,1.5,0,0,4,7,47.5714,-122.376,5.5
15297,550000.0,3,2.5,1550,1092,3.0,0,0,3,8,47.6355,-122.324,5.5
15298,190000.0,3,1.75,1390,7700,1.0,0,0,5,7,47.4559,-122.183,4.75
15299,340000.0,4,2.5,2380,9362,2.0,0,0,3,8,47.3148,-122.349,6.5
15300,678000.0,3,2.5,2640,5964,2.0,0,0,3,9,47.7043,-122.128,5.5
15301,275000.0,5,2.0,2260,11970,1.0,0,0,4,7,47.3896,-122.218,7.0
15302,493000.0,3,2.75,1720,6720,1.0,0,0,4,7,47.6138,-122.298,5.75
15303,147000.0,3,1.0,1070,14000,1.0,0,0,3,7,47.4971,-122.279,4.0
15304,334000.0,3,2.25,2000,7225,2.0,0,0,4,7,47.349,-122.167,5.25
15307,345000.0,3,1.0,1620,10610,1.0,0,0,4,6,47.474,-122.125,4.0
15309,470000.0,2,1.75,1520,4220,1.0,0,0,4,7,47.6876,-122.366,3.75
15311,255000.0,3,2.25,1740,10378,1.0,0,0,5,7,47.3815,-122.09,5.25
15316,520000.0,4,0.75,1960,8277,1.0,1,4,4,7,47.3648,-122.325,4.75
15317,345000.0,3,3.25,1600,1882,2.0,0,0,3,8,47.7151,-122.355,6.25
15318,475000.0,4,1.75,1650,7775,1.0,0,0,4,7,47.715,-122.354,5.75
15319,497500.0,5,1.5,2170,8610,1.0,0,0,4,7,47.6111,-122.126,6.5
15324,325000.0,2,1.0,1400,10800,1.0,0,0,4,7,47.7726,-122.21,3.0
15325,425000.0,4,2.75,1680,9545,1.0,0,0,4,7,47.739,-122.243,6.75
15327,635000.0,3,2.5,2300,5500,1.5,0,0,4,8,47.5785,-122.293,5.5
15328,223000.0,3,1.75,1340,7473,1.0,0,0,4,7,47.3087,-122.206,4.75
15329,425000.0,3,2.75,2600,10874,2.0,0,0,3,9,47.3815,-122.146,5.75
15330,190000.0,3,2.25,1640,7730,1.0,0,0,4,7,47.3576,-122.039,5.25
15331,275000.0,4,1.75,1960,6177,1.0,0,0,4,8,47.3131,-122.383,5.75
15332,450000.0,3,2.5,1480,1961,2.0,0,0,3,8,47.5478,-122.0,5.5
